"Sample_Id1","Sample_Id2","sex_combo","season_combo","distance_category","physical_distance","beta_total","beta_replacement","beta_richness"
9001,9002,"similar_male","similar_spring","short",2859.812972,0.446078995,0.294442642,0.151636352
9001,9003,"similar_male","similar_spring","short",2413.316882,0.331927571,0.280234741,0.05169283
9001,9004,"similar_male","similar_spring","short",864.240681,0.422586809,0.375663069,0.04692374
9001,9005,"similar_male","similar_spring","short",1643.413618,0.485887818,0.201138438,0.28474938
9001,9006,"similar_male","similar_spring","medium",6460.570476,0.590323646,0.335642768,0.254680878
9001,9007,"similar_male","similar_spring","medium",7760.149021,0.341456105,0.142326649,0.199129456
9001,9008,"similar_male","similar_spring","medium",8275.029293,0.470926694,0.219565652,0.251361042
9001,9009,"similar_male","similar_spring","medium",5696.68407,0.302487574,0.23426518,0.068222393
9001,9010,"similar_male","similar_spring","long",19921.164963,0.486523851,0.45044922,0.036074631
9001,9011,"similar_male","similar_spring","long",13826.25892,0.348683907,0.279282624,0.069401283
9001,9012,"similar_male","similar_spring","long",16398.727751,0.451912903,0.415503986,0.036408917
9001,9013,"similar_male","similar_spring","long",10873.733095,0.346754317,0.250074278,0.09668004
9001,9014,"similar_male","similar_spring","short",1744.232901,0.449494046,0.410066774,0.039427273
9001,9015,"similar_male","similar_spring","short",479.583661,0.460467488,0.370840976,0.089626513
9001,9016,"similar_male","similar_spring","long",14978.806644,0.512017447,0.301903778,0.210113669
9001,9017,"similar_male","similar_spring","long",10504.160317,0.29338803,0.262067092,0.031320938
9001,9018,"similar_male","similar_spring","long",12402.795939,0.354578592,0.295218032,0.059360559
9001,9019,"similar_male","similar_spring","long",14899.412511,0.292033816,0.073066334,0.218967481
9001,9020,"similar_male","similar_spring","long",19644.005657,0.919042121,0.619743261,0.29929886
9001,9021,"similar_male","similar_spring","long",17274.661314,0.561947324,0.543109054,0.018838271
9001,9022,"similar_male","similar_spring","medium",5300.254364,0.395319483,0.356845552,0.038473931
9001,9023,"similar_male","similar_spring","medium",5482.362384,0.540711313,0.440418749,0.100292564
9001,9024,"similar_male","similar_spring","medium",6264.346629,0.522852578,0.34266113,0.180191448
9001,9025,"similar_male","similar_spring","medium",7787.380847,0.507118476,0.428441133,0.078677343
9001,9026,"similar_male","similar_spring","medium",6927.969937,0.416823258,0.253943442,0.162879815
9001,9027,"similar_male","similar_spring","medium",3589.642298,0.403309154,0.213905776,0.189403378
9001,9028,"similar_male","similar_spring","medium",4713.945027,0.486730248,0.197354153,0.289376095
9001,9029,"similar_male","similar_spring","medium",8713.825548,0.178085498,0.065280516,0.112804983
9001,9030,"similar_male","similar_spring","short",502.116397,0.655204097,0.388176347,0.26702775
9001,9031,"similar_male","similar_spring","short",2762.792145,0.384108444,0.138279016,0.245829428
9001,9032,"similar_male","similar_spring","short",675.30645,0.323918655,0.189129948,0.134788707
9001,9033,"similar_male","similar_spring","short",711.274488,0.488704168,0.28924303,0.199461139
9001,9034,"similar_male","similar_spring","short",410.703285,0.286671044,0.194764326,0.091906719
9001,9035,"similar_male","similar_spring","short",844.546443,0.165439433,0.111630964,0.053808468
9001,9036,"similar_male","similar_spring","short",1272.406612,0.662118322,0.462721048,0.199397274
9001,9037,"similar_male","similar_spring","short",1052.541113,0.268972381,0.060805255,0.208167126
9001,9038,"similar_male","similar_spring","short",1982.477536,0.563355843,0.269756022,0.29359982
9001,9039,"similar_male","similar_spring","medium",5577.646821,0.47358136,0.293415186,0.180166174
9001,9040,"similar_male","similar_spring","medium",3932.734836,0.285730494,0.147141584,0.13858891
9001,9041,"similar_male","similar_spring","medium",7298.614042,0.707499505,0.586458829,0.121040675
9001,9042,"similar_male","similar_spring","medium",6250.685072,0.669105391,0.423175081,0.24593031
9001,9043,"similar_male","similar_spring","medium",6617.90344,0.415821916,0.272021864,0.143800052
9001,9044,"similar_male","similar_spring","short",1895.762939,0.558666157,0.48185932,0.076806837
9001,9045,"similar_male","similar_spring","short",210.897822,0.599980501,0.354810779,0.245169722
9001,9046,"similar_male","similar_spring","short",329.041639,0.385398725,0.216262982,0.169135743
9001,9047,"similar_male","similar_spring","short",931.55317,0.317214957,0.109773986,0.207440971
9001,9051,"similar_male","similar_spring","medium",6234.709867,0.599344279,0.392960199,0.20638408
9001,9052,"similar_male","similar_spring","medium",4591.871754,0.429702293,0.300644697,0.129057596
9001,9053,"similar_male","similar_spring","medium",5510.992939,0.664174549,0.428318973,0.235855576
9001,9054,"similar_male","similar_spring","medium",7359.910064,0.540274423,0.459445225,0.080829198
9001,9055,"similar_male","similar_spring","medium",3206.3654,0.398204843,0.395404297,0.002800546
9001,9056,"similar_male","similar_spring","medium",3066.507457,0.677333796,0.532048546,0.14528525
9001,9057,"similar_male","similar_spring","medium",6456.228279,0.847353961,0.572534931,0.27481903
9001,9058,"similar_male","similar_spring","medium",3785.628085,0.279393977,0.186761228,0.092632749
9001,9059,"similar_male","similar_spring","medium",7870.923752,0.160971069,0.110129555,0.050841513
9001,9060,"similar_male","similar_spring","medium",6330.017101,0.433651078,0.139539542,0.294111536
9001,9061,"similar_male","similar_spring","medium",5980.485935,0.136993561,0.069866075,0.067127486
9001,9062,"similar_male","similar_spring","medium",3622.696883,0.555754653,0.330103263,0.22565139
9001,9063,"similar_male","similar_spring","medium",5221.518183,0.167742591,0.106499092,0.061243499
9001,9064,"similar_male","similar_spring","short",769.743662,0.582014387,0.434359343,0.147655043
9001,9065,"similar_male","similar_spring","short",2227.49293,0.424879266,0.202641885,0.22223738
9001,9067,"similar_male","similar_spring","short",388.760488,0.761083387,0.640160272,0.120923115
9001,9068,"similar_male","similar_spring","short",2186.032992,0.383170886,0.204367881,0.178803005
9001,9069,"similar_male","similar_spring","short",679.872384,0.372056987,0.297011562,0.075045425
9001,9070,"similar_male","similar_spring","medium",8967.286367,0.720955254,0.432259933,0.288695321
9001,9071,"similar_male","similar_spring","medium",5184.627834,0.233212349,0.125301802,0.107910548
9001,9072,"similar_male","similar_spring","medium",6834.057104,0.481133544,0.359429868,0.121703676
9001,9074,"similar_male","similar_spring","long",14228.099709,0.34325429,0.11523808,0.22801621
9001,9075,"similar_male","similar_spring","long",11888.605714,0.838303387,0.60183647,0.236466917
9001,9076,"similar_male","similar_spring","long",15426.148815,0.562520993,0.404084433,0.15843656
9001,9077,"similar_male","similar_spring","long",10412.961991,0.874236013,0.592654304,0.281581708
9001,9078,"similar_male","similar_spring","long",12628.888762,0.597365925,0.346572084,0.250793841
9001,9079,"similar_male","similar_spring","long",11084.581271,0.687744303,0.424044429,0.263699873
9001,9080,"similar_male","similar_spring","long",14794.808514,0.658081685,0.476322387,0.181759298
9001,9084,"similar_male","similar_spring","long",12213.802402,0.788404325,0.644561496,0.143842829
9001,9090,"similar_male","similar_spring","long",17475.039852,0.829161343,0.614425384,0.214735959
9001,9093,"similar_male","similar_spring","long",13751.169203,0.380012609,0.217507591,0.162505017
9001,9094,"similar_male","similar_spring","long",16187.719686,0.611466599,0.441052622,0.170413978
9001,9095,"similar_male","similar_spring","long",10205.710319,0.390894029,0.346553638,0.044340391
9001,9100,"similar_male","similar_spring","long",16798.997324,0.692224483,0.403761496,0.288462987
9001,9101,"similar_male","similar_spring","long",14035.97271,0.705110102,0.515950219,0.189159883
9002,9003,"similar_male","similar_spring","short",2582.252898,0.868756819,0.604379841,0.264376978
9002,9004,"similar_male","similar_spring","short",1588.061618,0.457588824,0.195860451,0.261728374
9002,9005,"similar_male","similar_spring","short",1335.653141,0.499100592,0.268233927,0.230866666
9002,9006,"similar_male","similar_spring","medium",6775.673227,0.355766201,0.166652688,0.189113512
9002,9007,"similar_male","similar_spring","medium",3886.964202,0.80068058,0.564637731,0.236042849
9002,9008,"similar_male","similar_spring","medium",5168.340468,0.488561578,0.444406096,0.044155482
9002,9009,"similar_male","similar_spring","medium",8061.448577,0.624871111,0.48460349,0.140267621
9002,9010,"similar_male","similar_spring","long",11441.295148,0.672448699,0.583514504,0.088934195
9002,9011,"similar_male","similar_spring","long",13949.563925,0.671100051,0.490672418,0.180427633
9002,9012,"similar_male","similar_spring","long",15046.024058,0.357105256,0.132573132,0.224532124
9002,9013,"similar_male","similar_spring","long",9898.921369,0.19606316,0.167210602,0.028852558
9002,9014,"similar_male","similar_spring","short",238.138096,0.264889688,0.152220911,0.112668777
9002,9015,"similar_male","similar_spring","short",1329.998313,0.539184572,0.277986546,0.261198026
9002,9016,"similar_male","similar_spring","long",19973.167546,0.54936,0.265355731,0.284004269
9002,9017,"similar_male","similar_spring","long",18497.151451,0.726004775,0.583795718,0.142209057
9002,9018,"similar_male","similar_spring","long",14718.210869,0.34864579,0.062332626,0.286313165
9002,9019,"similar_male","similar_spring","long",15470.986793,0.348851848,0.342586195,0.006265653
9002,9020,"similar_male","similar_spring","long",10812.177387,0.519904296,0.386771343,0.133132953
9002,9021,"similar_male","similar_spring","long",17131.644764,0.636751445,0.440256771,0.196494674
9002,9022,"similar_male","similar_spring","medium",3422.115428,0.211247494,0.167727776,0.043519719
9002,9023,"similar_male","similar_spring","medium",8922.383775,0.206250203,0.086670781,0.119579422
9002,9024,"similar_male","similar_spring","medium",5044.495672,0.374424631,0.196291555,0.178133076
9002,9025,"similar_male","similar_spring","medium",4625.432763,0.589687934,0.399348782,0.190339152
9002,9026,"similar_male","similar_spring","medium",3759.20781,0.398342809,0.189002044,0.209340766
9002,9027,"similar_male","similar_spring","medium",7514.795015,0.48033754,0.27215341,0.20818413
9002,9028,"similar_male","similar_spring","medium",7512.639899,0.719605425,0.547031021,0.172574403
9002,9029,"similar_male","similar_spring","medium",5952.849413,0.560295313,0.529840955,0.030454359
9002,9030,"similar_male","similar_spring","short",986.249969,0.513198328,0.475417662,0.037780666
9002,9031,"similar_male","similar_spring","short",915.593011,0.320312112,0.19183606,0.128476052
9002,9032,"similar_male","similar_spring","short",1743.29906,0.403930033,0.393769963,0.01016007
9002,9033,"similar_male","similar_spring","short",1827.240219,0.693981194,0.64466703,0.049314164
9002,9034,"similar_male","similar_spring","short",1365.928262,0.732835751,0.533144851,0.199690899
9002,9035,"similar_male","similar_spring","short",1833.920636,0.675055498,0.486779657,0.188275841
9002,9036,"similar_male","similar_spring","short",1023.294506,0.459767769,0.291306664,0.168461105
9002,9037,"similar_male","similar_spring","short",343.45101,0.598896455,0.494508424,0.104388031
9002,9038,"similar_male","similar_spring","short",607.340285,0.235255606,0.118144044,0.117111562
9002,9039,"similar_male","similar_spring","short",2868.428651,0.437294114,0.236022874,0.20127124
9002,9040,"similar_male","similar_spring","short",209.754749,0.279490855,0.158467899,0.121022957
9002,9041,"similar_male","similar_spring","short",2535.053052,0.267796091,0.247388161,0.02040793
9002,9042,"similar_male","similar_spring","short",740.410476,0.574232855,0.397209028,0.177023828
9002,9043,"similar_male","similar_spring","short",1613.822836,0.634689644,0.432528592,0.202161052
9002,9044,"similar_male","similar_spring","short",2787.773825,0.830050636,0.582976922,0.247073715
9002,9045,"similar_male","similar_spring","short",471.604891,0.317766488,0.211852684,0.105913805
9002,9046,"similar_male","similar_spring","short",1951.015628,0.33748277,0.187408073,0.150074697
9002,9047,"similar_male","similar_spring","short",627.520535,0.551079142,0.540396787,0.010682355
9002,9051,"similar_male","similar_spring","medium",3392.410061,0.31086843,0.199774734,0.111093696
9002,9052,"similar_male","similar_spring","medium",7759.07702,0.761759378,0.608712209,0.15304717
9002,9053,"similar_male","similar_spring","medium",4350.842639,0.65526051,0.437000103,0.218260407
9002,9054,"similar_male","similar_spring","medium",4911.945786,0.188390467,0.10525251,0.083137958
9002,9055,"similar_male","similar_spring","medium",4314.954258,0.54968651,0.447694743,0.101991767
9002,9056,"similar_male","similar_spring","medium",7417.033954,0.377558233,0.251106155,0.126452079
9002,9057,"similar_male","similar_spring","medium",7268.375005,0.578243143,0.415103226,0.163139917
9002,9058,"similar_male","similar_spring","medium",3858.481314,0.705604724,0.527502204,0.17810252
9002,9059,"similar_male","similar_spring","medium",5501.443835,0.410086829,0.385867002,0.024219827
9002,9060,"similar_male","similar_spring","medium",7926.7539,0.15381981,0.106813671,0.047006139
9002,9061,"similar_male","similar_spring","medium",4839.248516,0.582676084,0.44750518,0.135170904
9002,9062,"similar_male","similar_spring","medium",8747.355878,0.193878454,0.099095716,0.094782738
9002,9063,"similar_male","similar_spring","short",1489.6121,0.542212571,0.402123771,0.140088799
9002,9064,"similar_male","similar_spring","short",2635.4209,0.584818682,0.467578056,0.117240625
9002,9065,"similar_male","similar_spring","short",1569.011838,0.499504956,0.458311733,0.041193223
9002,9067,"similar_male","similar_spring","short",1831.089141,0.250201865,0.109023948,0.141177917
9002,9068,"similar_male","similar_spring","short",532.663408,0.325859866,0.226663048,0.099196818
9002,9069,"similar_male","similar_spring","short",2496.51227,0.791930887,0.510046932,0.281883955
9002,9070,"similar_male","similar_spring","medium",6276.814214,0.3765779,0.209315638,0.167262262
9002,9071,"similar_male","similar_spring","medium",8028.465664,0.505598601,0.234169739,0.271428862
9002,9072,"similar_male","similar_spring","medium",7730.456135,0.4527327,0.341996691,0.110736009
9002,9074,"similar_male","similar_spring","long",12432.711109,0.317390555,0.097142518,0.220248037
9002,9075,"similar_male","similar_spring","long",11313.51911,0.495835149,0.409323498,0.086511651
9002,9076,"similar_male","similar_spring","long",17866.472341,0.438990068,0.227082007,0.211908061
9002,9077,"similar_male","similar_spring","long",14225.444927,0.67028014,0.43740872,0.23287142
9002,9078,"similar_male","similar_spring","long",11075.22428,0.418656318,0.399904048,0.01875227
